Идентификатор проблемы,Описание,Состояние,Серьезность,Баллы истории,Путь к проекту,Вид расположения,Путь,Линейная,Столбец,Идентификатор инцидента,Ссылка на справку,Имя сборки,Версия сборки,Открытый ключ сборки,Фрагмент
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\UIStyles.g.i.cs,59,12,T:System.Uri,,,,,"System.Uri resourceLocater = new System.Uri(""/ArrayFactor;V1.0.0.0;component/uistyles.xaml"", System.UriKind.Relative);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\UIStyles.g.i.cs,59,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"System.Uri resourceLocater = new System.Uri(""/ArrayFactor;V1.0.0.0;component/uistyles.xaml"", System.UriKind.Relative);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\UIStyles.cs,17,4,T:System.Windows.Input.MouseWheelEventArgs,,,,,"private void OnField_TextBox_MouseWheel(object Sender, MouseWheelEventArgs E)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\UIStyles.cs,22,8,P:System.Windows.RoutedEventArgs.Handled,,,,,E.Handled     = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\UIStyles.cs,21,8,P:System.Windows.Input.MouseWheelEventArgs.Delta,,,,,text_box.Text = (value + Math.Sign(E.Delta) / 10d).ToString(CultureInfo.CurrentCulture);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\UIStyles.cs,21,8,P:System.Windows.Controls.TextBox.Text,,,,,text_box.Text = (value + Math.Sign(E.Delta) / 10d).ToString(CultureInfo.CurrentCulture);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\UIStyles.cs,20,8,P:System.Windows.Controls.TextBox.Text,,,,,"if(!double.TryParse(text_box.Text, out var value)) return;"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\UIStyles.cs,9,4,T:System.Windows.Input.MouseWheelEventArgs,,,,,"private void OnUpDown_ScrollBar_MouseWheel(object Sender, MouseWheelEventArgs E)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\UIStyles.cs,14,8,P:System.Windows.RoutedEventArgs.Handled,,,,,E.Handled        =  true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\UIStyles.cs,13,8,P:System.Windows.Controls.Primitives.RangeBase.SmallChange,,,,,scroll_bar.Value += E.Delta / 120d * scroll_bar.SmallChange;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\UIStyles.cs,13,8,P:System.Windows.Input.MouseWheelEventArgs.Delta,,,,,scroll_bar.Value += E.Delta / 120d * scroll_bar.SmallChange;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\UIStyles.cs,13,8,P:System.Windows.Controls.Primitives.RangeBase.Value,,,,,scroll_bar.Value += E.Delta / 120d * scroll_bar.SmallChange;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\UIStyles.cs,12,8,P:System.Windows.Input.MouseWheelEventArgs.Delta,,,,,if(E.Delta == 0) return;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\UIStyles.g.i.cs,45,51,M:System.Windows.ResourceDictionary.#ctor,,,,,ResourceDictionary
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\UIStyles.g.i.cs,45,136,T:System.Windows.Markup.IStyleConnector,,,,,IStyleConnector
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\UIStyles.g.i.cs,45,93,T:System.Windows.Markup.IComponentConnector,,,,,IComponentConnector
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\UIStyles.g.i.cs,45,51,T:System.Windows.ResourceDictionary,,,,,ResourceDictionary
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\WaveInfo.cs,5,31,M:System.Windows.Markup.MarkupExtension.#ctor,,,,,ViewModel
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\ProgressInfo.cs,81,8,M:System.TimeSpan.FromSeconds(System.Double),,,,,Remain = TimeSpan.FromSeconds(t);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\App.g.i.cs,82,12,M:System.Windows.Application.Run,,,,,app.Run();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,ArrayFactor\ArrayFactor.csproj,File,ArrayFactor\obj\Debug\net9.0-windows\win-x64\App.g.i.cs,67,12,T:System.Windows.Application,,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
